Teenhome,Kidhome,Complain,NumCatalogPurchases,AcceptedCmp2,Marital_Status,Income,NumStorePurchases,MntWines,MntMeatProducts,MntGoldProds,MntFishProducts,MntFruits,NumDealsPurchases,AcceptedCmp5,MntSweetProducts,NumWebVisitsMonth,NumWebPurchases,Year_Birth,Year_Birth_KMeans_Clusters
0,1,0,1,0,2,12571.0,3,3,14,17,2,5,4,0,12,6,3,1976,1
1,2,0,0,0,3,22574.0,3,25,8,2,2,0,2,0,0,7,2,1967,1
0,0,0,5,0,3,1729.0,12,861,461,61,60,138,1,0,30,3,6,1989,1
0,0,0,6,0,4,70893.0,10,768,561,14,77,44,1,0,44,3,6,1976,0
1,1,0,1,0,3,54198.0,6,185,28,17,3,0,6,0,2,4,3,1966,0
1,1,0,0,0,5,28839.0,3,24,7,1,0,0,2,0,0,5,2,1956,1
1,1,0,0,0,3,40321.0,3,44,21,27,6,4,2,0,0,7,3,1972,1
0,1,0,3,0,4,66503.0,6,91,128,50,65,64,2,0,3,3,4,1985,0
1,1,0,0,0,3,30833.0,3,11,7,6,3,0,2,0,1,5,1,1951,1
2,1,0,3,0,4,1729.0,10,738,172,20,52,20,6,0,50,7,2,1970,1
1,0,0,3,0,3,64795.0,12,412,119,77,38,5,3,0,29,2,3,1971,0
0,1,0,0,0,3,34421.0,2,3,7,9,6,3,1,0,2,7,1,1974,1
1,1,0,0,0,2,47025.0,2,16,3,1,0,0,1,0,0,7,1,1965,1
1,0,0,3,0,2,64325.0,5,731,353,73,78,60,5,0,12,7,10,1961,0
1,0,0,2,0,4,40464.0,8,424,118,41,7,17,6,0,23,8,8,1953,1
0,0,0,8,0,3,62187.0,5,792,275,126,45,0,1,0,45,3,4,1957,0
0,1,0,0,0,2,14849.0,4,21,28,9,3,2,3,0,2,8,2,1976,1
0,1,0,0,0,3,27255.0,3,22,11,2,0,1,1,0,1,7,1,1984,1
1,2,0,0,0,3,54432.0,3,33,5,0,0,0,1,0,0,4,1,1950,0
0,1,0,1,0,4,29999.0,4,68,59,11,10,7,4,0,5,8,3,1986,1
0,1,0,0,0,4,24072.0,2,9,6,4,3,1,1,0,0,8,1,1983,1
0,0,0,1,0,4,33996.0,3,40,15,6,8,2,1,0,0,4,1,1989,1
1,0,0,3,0,3,66334.0,5,909,218,23,0,11,2,0,0,5,9,1956,0
0,1,0,1,0,3,35178.0,2,23,13,18,2,1,1,0,2,7,1,1971,1
0,1,0,0,0,5,22010.0,3,11,9,8,3,2,2,0,0,8,2,1983,1
2,0,0,5,0,2,62204.0,12,317,247,139,151,46,1,0,46,3,4,1960,0
0,0,0,4,0,2,75693.0,6,797,293,30,72,153,1,1,97,4,11,1968,0
0,1,0,0,0,3,30675.0,3,10,16,21,11,2,1,0,2,8,1,1972,1
0,0,0,6,0,5,83003.0,8,856,570,122,40,61,1,1,25,3,7,1965,0
0,0,0,6,0,5,83532.0,4,755,562,224,104,144,1,1,64,1,4,1899,0
0,0,0,5,0,4,68655.0,11,456,832,38,75,19,1,0,118,3,4,1988,0
0,0,0,1,0,2,41411.0,4,37,38,18,11,32,1,0,3,6,2,1986,1
1,0,0,2,1,3,55212.0,11,1103,45,34,0,0,3,0,0,8,4,1969,0
1,0,0,5,0,5,59292.0,8,378,68,14,19,14,2,0,14,3,3,1950,0
0,1,0,0,0,5,27190.0,2,1,7,3,0,6,1,0,1,8,1,1973,1
0,0,0,9,0,2,82623.0,4,204,204,173,172,34,1,0,153,1,2,1952,0
1,1,0,0,0,3,44300.0,3,30,9,3,0,0,2,0,0,6,1,1965,1
0,0,0,4,0,2,84835.0,6,189,379,218,111,104,1,0,189,1,4,1970,0
1,1,0,0,0,6,30372.0,3,15,12,7,7,0,3,0,3,7,2,1971,1
0,1,0,0,0,3,33181.0,2,9,3,4,0,0,1,0,0,6,1,1976,1
1,0,0,7,0,3,71113.0,9,495,255,8,11,33,4,0,33,4,6,1957,0
0,1,0,4,0,3,71952.0,8,656,455,93,52,80,2,1,107,4,8,1986,0
0,0,0,6,0,4,69759.0,5,452,514,0,13,20,3,0,30,3,4,1966,0
0,0,0,4,0,3,72099.0,10,546,410,22,119,91,1,0,0,1,3,1974,0
1,0,0,3,0,4,60000.0,5,1048,217,12,0,0,5,0,0,6,11,1976,0
1,1,1,0,0,4,38643.0,3,22,14,10,0,2,2,0,1,7,2,1978,1
1,0,0,0,0,3,50737.0,4,78,11,10,0,0,1,0,0,6,2,1955,1
0,0,0,3,0,3,68462.0,8,561,785,48,84,64,1,0,128,1,3,1969,0
0,0,1,3,0,3,65073.0,5,629,177,8,69,17,1,0,0,2,5,1943,0
2,0,0,6,0,5,46681.0,4,269,69,38,15,15,2,0,19,5,4,1948,1
0,0,0,7,0,3,78618.0,10,736,818,61,212,163,1,0,163,2,4,1957,0
1,0,0,2,0,6,62187.0,10,512,83,41,0,0,3,0,0,4,6,1969,0
0,2,0,1,0,3,28442.0,4,19,10,6,11,3,3,0,8,4,2,1978,1
0,1,0,0,0,3,37717.0,2,9,6,5,4,0,1,0,1,9,1,1978,1
1,1,0,3,0,3,51479.0,6,247,160,65,6,8,7,0,8,7,6,1967,1
1,0,0,2,0,4,54803.0,9,404,92,142,28,0,2,0,27,4,6,1969,0
0,0,0,10,0,3,79530.0,11,333,815,29,129,0,1,0,42,2,4,1960,0
0,1,0,0,0,2,31615.0,3,2,20,9,6,3,2,0,11,7,2,1976,1
0,0,0,3,0,5,72025.0,8,833,549,233,151,33,1,0,133,3,4,1962,0
1,0,0,4,0,4,52614.0,8,789,142,38,12,0,2,0,9,8,2,1975,0
0,1,0,0,0,3,35684.0,3,10,7,3,0,4,1,0,6,6,1,1984,1
1,1,0,1,0,3,48178.0,4,159,45,38,6,4,6,0,2,8,5,1975,1
0,1,0,1,0,4,29548.0,2,7,6,11,3,1,1,0,1,4,1,1970,1
1,0,0,3,0,4,63810.0,12,977,253,101,16,12,4,0,12,8,4,1966,0
1,1,0,0,0,4,38578.0,3,38,22,3,3,4,3,0,3,8,3,1972,1
1,1,0,2,0,4,46098.0,2,57,27,36,0,0,4,0,0,8,3,1975,1
0,0,0,1,0,4,22585.0,2,3,15,39,13,9,1,0,2,9,1,1970,1
0,1,0,0,0,4,30279.0,3,10,14,1,4,4,1,0,4,8,1,1989,1
1,0,0,5,0,5,66426.0,10,1043,97,157,32,24,2,0,24,6,3,1961,0
0,1,0,0,0,4,30822.0,3,3,13,12,2,9,1,0,12,7,1,1969,1
0,2,0,0,0,3,33581.0,2,11,5,1,0,0,1,0,0,8,1,1969,1
0,1,0,0,0,3,19986.0,3,3,5,6,0,6,1,0,2,7,0,1985,1
0,0,0,1,0,6,27421.0,6,43,96,55,78,12,3,0,40,7,4,1954,1
1,2,0,1,0,3,35688.0,4,73,90,32,12,3,7,0,1,8,4,1973,1
0,1,0,1,0,4,36143.0,2,12,1,6,0,0,1,0,0,3,0,1981,1
0,1,0,2,0,4,10245.0,2,4,7,13,6,7,3,0,4,5,1,1971,1
1,0,0,3,0,5,43795.0,4,314,53,107,4,11,3,0,3,7,7,1968,1
1,0,0,5,0,5,63381.0,13,571,142,159,33,50,4,0,50,2,4,1960,0
1,0,0,1,0,5,38823.0,3,70,11,23,2,0,1,0,8,6,2,1949,1
1,1,0,2,0,2,83664.0,12,866,151,86,28,21,3,0,21,5,2,1968,0
0,0,0,6,0,5,90300.0,8,594,786,57,33,134,0,1,134,1,5,1979,0
0,1,0,1,0,5,62499.0,6,140,61,4,0,4,2,0,13,4,3,1979,0
0,0,0,4,0,4,74293.0,6,375,335,81,93,152,1,0,91,2,5,1993,0
0,0,0,1,0,3,51012.0,4,102,63,24,2,9,1,0,9,6,4,1946,1
1,0,0,3,0,3,70777.0,12,554,113,78,0,35,3,0,7,3,5,1968,0
0,0,0,9,0,5,68682.0,10,919,505,45,99,0,1,0,30,2,4,1991,0
1,1,0,1,0,3,43824.0,4,96,42,32,12,1,4,0,3,8,3,1971,1
0,1,0,1,0,5,15345.0,2,5,16,19,3,2,2,0,2,8,1,1984,1
0,1,0,0,0,4,23442.0,3,2,6,5,8,0,1,0,6,7,1,1987,1
0,1,0,2,0,5,14515.0,3,6,9,35,6,4,4,0,36,7,2,1980,1
1,1,0,1,0,2,31395.0,3,23,25,7,0,1,4,0,8,6,2,1956,1
0,0,0,4,0,5,75276.0,9,610,125,21,137,105,1,0,42,5,9,1965,0
1,1,0,1,0,4,42373.0,5,67,61,19,3,5,5,0,8,5,2,1974,1
0,0,0,1,0,5,30507.0,4,65,74,110,38,36,1,0,20,7,5,1960,1
2,1,0,3,0,4,55521.0,6,416,26,4,0,0,9,0,0,7,6,1955,0
1,1,0,0,0,3,48006.0,3,23,11,2,3,0,1,0,2,6,1,1965,1
0,1,0,0,0,4,27213.0,4,19,26,3,10,3,3,0,9,8,2,1972,1
1,1,0,1,0,2,65808.0,5,155,80,10,13,7,3,0,7,6,5,1971,0
0,1,0,0,0,5,30351.0,2,14,24,2,3,0,1,0,3,9,3,1974,1
2,0,0,1,0,3,50437.0,8,370,92,4,6,9,3,0,9,7,7,1963,1
0,1,0,0,0,4,23616.0,3,4,11,32,3,22,2,0,7,8,3,1982,1
1,0,0,3,0,3,53858.0,6,407,221,26,58,53,4,0,150,4,4,1976,0
1,0,0,9,0,3,66465.0,12,1200,204,14,38,0,3,0,29,6,11,1955,0
0,1,0,1,0,4,46923.0,7,85,54,6,102,44,3,0,78,7,5,1987,1
1,0,0,4,0,5,75072.0,8,583,309,125,0,34,2,0,22,3,5,1962,0
0,0,0,5,0,3,75865.0,10,483,591,12,156,0,1,0,0,1,3,1943,0
0,1,0,1,0,5,19789.0,3,2,9,28,28,5,3,0,6,5,2,1975,1
0,0,0,7,1,5,80134.0,11,966,282,26,52,26,1,1,26,5,2,1994,0
0,0,0,9,0,4,91065.0,9,822,108,114,179,114,1,1,137,3,7,1981,0
1,1,0,2,0,3,49505.0,8,604,100,28,19,0,9,0,0,8,10,1971,1
0,1,0,0,0,3,37401.0,3,19,19,3,3,3,2,0,1,7,2,1973,1
0,1,0,0,0,3,30096.0,3,5,11,9,12,3,1,0,5,6,2,1983,1
0,1,0,0,0,5,18492.0,2,2,2,1,2,2,1,0,1,8,1,1982,1
0,0,0,4,0,3,82584.0,8,1076,103,68,29,68,1,1,91,1,3,1974,0
0,0,0,10,0,3,93027.0,5,1285,716,21,55,42,0,1,0,2,7,1941,0
2,1,0,0,0,3,48686.0,2,10,7,1,2,0,1,0,0,8,1,1953,1
0,0,0,7,0,3,92910.0,13,551,792,33,179,137,1,1,103,1,6,1986,0
0,1,0,5,0,3,75433.0,10,800,297,57,0,0,2,0,34,6,2,1989,0
0,1,0,0,0,5,10404.0,4,2,11,12,10,2,2,0,6,5,1,1989,1
1,0,0,5,0,3,61314.0,12,378,189,172,97,0,2,0,172,3,5,1968,0
0,0,0,4,1,4,84865.0,9,1248,349,16,43,16,1,1,16,4,2,1961,0
0,1,0,1,0,3,42387.0,7,235,235,191,19,0,5,0,4,8,8,1989,1
1,1,0,6,0,5,67309.0,9,515,181,95,149,47,15,0,95,7,9,1967,0
1,0,0,3,0,3,75236.0,13,438,400,114,12,66,1,0,38,4,8,1964,0
0,1,0,0,0,4,30015.0,4,25,22,5,2,0,2,0,3,5,1,1970,1
1,0,0,0,0,5,50943.0,3,31,7,6,2,0,1,0,0,5,1,1956,1
1,0,0,2,0,2,67272.0,12,357,271,14,28,35,3,0,28,5,6,1966,0
1,0,0,1,0,6,51529.0,5,400,35,22,6,4,2,0,0,8,9,1949,1
0,1,0,1,0,3,32011.0,4,99,15,5,2,0,3,0,1,7,2,1971,1
0,1,0,0,0,3,7500.0,3,1,5,9,4,11,2,0,6,8,2,1986,1
0,1,0,0,0,3,28691.0,3,5,13,4,8,4,1,0,0,8,1,1989,1
1,0,0,1,0,3,56223.0,5,77,31,4,16,28,2,0,0,4,2,1948,0
0,0,0,0,0,3,18100.0,3,3,2,1,4,1,1,0,3,5,0,1946,1
0,1,0,0,0,4,30279.0,3,10,14,1,4,4,1,0,4,8,1,1989,1
0,0,0,0,0,3,20130.0,3,0,3,12,7,6,1,0,6,8,1,1974,1
0,0,0,0,0,2,23295.0,2,0,1,5,2,0,1,0,12,8,1,1959,1
0,1,0,0,0,2,42618.0,4,76,74,10,13,14,2,0,5,8,5,1972,1
0,0,0,5,0,4,81246.0,7,398,537,37,61,190,1,0,156,1,4,1964,0
0,1,0,0,0,3,24027.0,3,14,11,5,11,7,2,0,0,8,2,1976,1
1,0,0,2,0,3,55707.0,9,208,82,35,30,7,2,0,66,3,3,1953,0
1,0,0,7,0,4,57959.0,11,430,322,33,43,16,5,0,24,3,4,1955,0
1,0,0,9,0,3,56796.0,7,656,161,37,62,38,3,0,47,7,8,1969,0
0,1,0,0,0,4,36230.0,4,14,30,3,8,2,1,0,2,5,2,1971,1
1,1,0,2,0,3,70829.0,8,141,106,23,72,70,2,0,19,3,4,1980,0
1,0,0,5,0,3,65991.0,10,507,364,9,25,19,3,0,47,7,9,1976,0
2,1,0,1,0,3,38988.0,6,164,103,42,12,24,7,0,3,8,5,1972,1
0,0,0,7,0,4,89572.0,9,606,974,64,197,24,1,0,194,4,7,1966,0
0,1,0,1,0,3,42207.0,5,116,72,46,3,11,4,0,17,6,4,1984,1
1,0,0,1,0,3,50300.0,8,143,60,5,24,15,2,0,23,2,2,1952,1
0,0,0,7,0,5,66664.0,6,398,447,32,220,96,1,0,96,3,5,1982,0
1,0,0,2,0,3,60597.0,8,522,257,66,32,0,4,0,16,7,2,1964,0
0,0,0,7,0,6,70165.0,11,161,253,122,199,0,1,0,191,1,3,1949,0
1,0,0,1,0,6,50520.0,3,112,6,14,2,0,2,0,1,6,3,1958,1
0,0,0,7,0,3,80124.0,8,483,398,241,205,84,1,0,84,1,3,1963,0
0,1,0,0,0,3,33183.0,3,7,39,37,17,5,2,0,15,7,4,1975,1
0,0,0,8,0,4,66582.0,9,789,420,0,16,25,1,0,38,1,2,1969,0
0,0,0,6,0,5,75261.0,5,1239,413,17,23,17,1,1,34,2,5,1955,0
0,1,0,0,0,6,31880.0,2,4,5,3,2,1,1,0,0,8,1,1970,1
2,0,0,2,0,3,53790.0,8,335,127,5,28,42,3,0,5,6,7,1951,0
0,1,0,3,0,5,49269.0,12,639,166,58,11,8,3,0,8,7,7,1971,1
1,0,0,10,0,3,61456.0,13,563,384,89,84,76,4,0,192,4,6,1975,0
0,1,0,0,0,3,37406.0,2,2,8,3,2,0,1,0,2,8,1,1980,1
0,1,0,6,0,5,56937.0,9,746,125,8,11,8,7,0,8,6,8,1981,0
1,1,0,0,0,3,38415.0,3,22,13,4,4,1,2,0,0,7,1,1978,1
0,1,0,1,0,4,20518.0,2,4,6,9,4,1,1,0,1,5,1,1988,1
1,0,0,3,0,3,62503.0,11,478,193,117,110,0,4,0,75,5,8,1956,0
1,1,0,0,0,4,41644.0,3,20,4,2,2,3,2,0,0,3,1,1972,1
1,0,0,1,0,3,55842.0,8,451,39,24,0,0,1,0,4,5,7,1977,0
1,0,0,2,0,3,62010.0,7,371,39,92,6,22,4,0,0,5,6,1972,0
0,1,0,3,0,3,41124.0,4,281,84,119,15,7,7,0,0,8,7,1977,1
0,1,0,1,0,3,38961.0,2,19,19,24,0,7,1,0,1,7,2,1973,1
0,1,0,0,0,2,37760.0,3,26,13,0,2,3,1,0,10,6,2,1972,1
0,1,0,2,0,4,32233.0,2,138,35,72,25,15,2,0,11,9,6,1974,1
1,0,0,2,0,3,43057.0,5,213,44,5,0,2,4,0,2,5,4,1975,1
0,0,0,9,0,5,83151.0,4,407,100,18,120,28,1,0,74,3,5,1960,0
0,0,0,10,0,2,78825.0,13,483,114,18,169,74,1,0,37,3,5,1964,0
1,0,0,5,0,5,65104.0,7,738,232,50,13,0,2,0,20,7,3,1976,0
1,0,0,2,0,3,60093.0,10,502,109,90,16,12,2,0,6,6,7,1974,0
0,1,0,0,0,3,14045.0,3,11,5,1,2,0,1,0,1,7,1,1969,1
0,0,0,1,0,6,28457.0,4,24,108,14,29,1,1,0,29,8,4,1952,1
1,0,0,5,0,5,78952.0,12,1170,594,134,99,19,2,0,76,6,2,1958,0
0,1,0,1,0,2,46310.0,5,185,88,14,15,2,2,0,5,8,6,1976,1
0,0,0,5,0,5,76005.0,13,983,389,40,240,20,1,0,50,6,3,1955,0
1,0,0,6,0,4,58308.0,3,691,69,130,10,0,4,0,0,8,2,1964,0
0,0,0,4,0,2,55614.0,6,504,131,26,8,13,1,0,0,7,9,1944,0
1,0,0,3,0,2,59432.0,11,317,265,12,25,25,3,0,19,5,5,1962,0
1,0,0,0,0,2,55563.0,3,29,9,2,2,1,1,0,0,3,2,1978,0
1,0,0,9,0,5,78642.0,4,1396,322,17,46,0,1,0,35,6,4,1971,0
1,0,0,7,0,5,67911.0,11,529,356,0,63,0,3,0,28,3,6,1949,0
0,0,0,3,0,3,65275.0,13,388,218,21,91,14,1,0,14,2,4,1944,0
1,1,0,1,0,5,27203.0,2,13,21,24,4,2,2,0,0,8,1,1950,1
1,0,0,0,0,5,48330.0,3,28,4,0,0,0,1,0,0,5,1,1961,1
0,0,0,1,0,3,24279.0,3,16,21,108,20,36,1,0,62,8,4,1990,1
0,1,0,3,0,3,64355.0,12,1047,140,153,67,0,2,0,38,8,4,1985,0
1,0,0,0,0,5,50943.0,3,31,7,6,2,0,1,0,0,5,1,1956,1
0,0,0,4,0,6,53653.0,12,815,239,108,28,10,2,0,10,6,10,1953,0
1,0,0,10,0,3,65665.0,8,225,387,29,106,162,1,0,36,3,5,1976,0
0,0,0,7,0,4,81217.0,11,493,324,84,146,70,1,0,40,1,3,1989,0
0,0,0,1,0,3,34935.0,4,34,66,20,3,4,1,0,10,7,2,1992,1
1,0,0,2,0,2,61250.0,12,382,65,59,60,138,6,0,26,5,5,1959,0
0,1,0,2,0,5,39665.0,3,127,56,31,0,1,3,0,1,7,4,1981,1
1,0,0,4,0,4,60152.0,12,325,300,91,86,83,1,0,58,3,6,1979,0
2,0,0,2,0,3,48920.0,5,238,68,6,8,17,3,0,10,7,6,1964,1
0,0,0,6,0,5,89120.0,7,1168,408,55,72,92,1,1,129,1,5,1959,0
1,0,0,2,0,5,44124.0,5,284,55,52,0,0,4,0,6,8,6,1946,1
0,0,0,7,0,4,81169.0,9,1288,613,27,80,20,1,0,61,2,5,1975,0
1,1,0,1,0,3,36443.0,3,65,46,20,4,0,4,0,3,8,3,1961,1
0,1,0,0,0,4,26095.0,3,11,9,11,3,7,1,0,1,7,1,1990,1
0,0,0,5,0,5,71367.0,7,227,389,75,42,23,1,0,21,2,4,1959,0
0,0,0,3,0,3,80184.0,10,1035,670,0,25,134,1,1,38,3,6,1944,0
1,1,0,0,0,2,30630.0,3,27,12,10,2,1,2,0,0,7,2,1965,1
0,0,0,4,0,4,73454.0,6,982,351,175,56,73,1,0,14,5,2,1987,0
0,0,0,1,0,3,42691.0,6,179,64,58,38,2,1,0,17,5,5,1991,1
0,0,0,4,0,3,70503.0,9,1379,216,66,0,33,1,1,33,6,2,1953,0
0,1,0,2,0,3,25545.0,3,32,64,85,16,1,3,0,12,6,2,1987,1
0,1,0,0,0,3,32880.0,3,8,15,2,7,4,1,0,6,8,1,1986,1
0,0,0,5,0,5,77863.0,10,881,319,12,16,38,1,0,25,2,4,1958,0
0,0,0,4,0,3,50353.0,6,141,153,35,67,15,1,0,31,3,4,1977,1
0,0,0,8,0,4,61839.0,4,1000,379,120,224,155,1,0,17,8,4,1964,0
1,1,0,1,0,3,49154.0,8,206,67,71,30,10,6,0,27,6,4,1960,1
1,0,0,3,0,6,47682.0,8,162,83,61,97,61,4,0,57,5,4,1975,1
1,0,0,7,0,4,72679.0,5,619,260,54,127,54,1,0,54,1,4,1969,0
1,1,0,2,0,5,57954.0,6,456,24,9,0,4,7,0,0,7,8,1977,0
1,1,0,2,0,3,65316.0,5,112,92,38,3,6,2,0,9,4,3,1962,0
0,1,0,0,0,4,28567.0,3,11,22,6,2,3,2,0,2,6,2,1982,1
1,0,0,1,0,5,47352.0,5,172,112,15,8,12,4,0,0,7,6,1951,1
1,0,0,1,0,5,44931.0,3,78,11,7,0,0,1,0,0,5,2,1967,1
0,0,0,3,0,2,76982.0,4,464,292,30,65,151,1,1,60,4,8,1967,0
1,0,0,1,0,5,57247.0,7,99,32,6,37,4,2,0,54,2,2,1952,0
0,1,0,0,0,4,22944.0,3,19,19,26,4,3,3,0,5,7,3,1981,1
0,1,0,0,0,5,25315.0,3,1,8,22,11,9,3,0,3,8,3,1977,1
1,0,0,1,0,6,43638.0,4,63,83,19,7,10,2,0,19,7,4,1969,1
0,1,0,5,0,4,42710.0,3,252,42,102,4,3,2,0,3,6,4,1984,1
0,0,0,6,0,3,84169.0,6,1478,403,0,0,19,1,1,19,3,7,1982,0
1,0,0,6,0,5,54058.0,8,198,252,54,32,18,2,0,108,3,4,1976,0
0,1,0,0,0,3,24683.0,4,8,10,6,6,4,2,0,7,5,2,1990,1
0,0,0,6,0,6,85620.0,4,416,925,46,60,46,1,0,107,1,3,1964,0
0,1,0,0,0,3,47850.0,4,42,43,10,20,7,1,0,12,6,3,1980,1
1,1,0,1,0,3,19514.0,2,14,21,28,2,3,4,0,1,8,3,1968,1
1,1,0,0,0,3,27159.0,3,17,3,1,0,0,2,0,0,6,1,1973,1
1,1,0,1,0,4,39548.0,3,15,10,18,3,4,2,0,4,3,1,1963,1
0,1,0,1,0,4,21474.0,2,6,24,34,11,16,2,0,0,7,3,1989,1
1,0,0,2,0,4,60504.0,8,458,24,34,6,0,2,0,4,6,6,1971,0
0,0,0,2,0,3,22419.0,2,30,47,42,19,3,1,0,21,8,3,1963,1
0,0,0,8,0,3,81698.0,13,179,520,47,111,28,1,0,123,1,3,1949,0
1,1,0,1,0,5,43462.0,5,90,97,15,15,17,6,0,6,8,4,1952,1
0,1,0,2,0,4,54880.0,11,308,137,118,102,85,2,0,45,5,6,1978,0
0,0,0,6,0,3,79908.0,7,557,761,111,29,129,1,1,185,2,5,1982,0
0,0,0,0,0,3,15315.0,4,7,13,17,15,4,2,0,8,5,2,1970,1
1,0,0,10,1,5,87771.0,4,1492,287,33,50,38,1,1,57,6,5,1959,0
0,1,0,0,0,3,33039.0,4,30,12,12,8,8,1,0,8,5,2,1978,1
0,0,0,6,0,4,81741.0,7,249,940,38,58,153,0,0,134,2,6,1980,0
1,0,0,3,0,5,71499.0,13,465,132,37,136,25,2,0,0,4,8,1971,0
1,0,0,3,0,3,62466.0,12,129,259,83,168,129,5,0,121,4,6,1970,0
1,0,0,2,0,2,48799.0,7,174,81,24,28,18,3,0,6,3,3,1963,1
1,0,0,2,0,5,52157.0,5,189,29,40,3,2,2,0,2,4,3,1950,0
1,0,0,2,0,4,66565.0,9,747,161,42,65,10,4,0,40,8,4,1962,0
1,1,0,0,0,5,29298.0,2,6,2,1,2,0,1,0,0,5,1,1951,1
1,0,0,0,0,4,47691.0,2,14,3,4,0,0,1,0,0,6,1,1979,1
1,1,0,0,0,5,38200.0,2,12,4,1,0,0,1,0,0,7,1,1970,1
1,0,0,1,0,3,44989.0,5,98,106,106,49,0,5,0,10,6,5,1974,1
1,1,0,0,0,3,38443.0,3,32,5,1,0,0,2,0,0,7,1,1968,1
0,1,0,1,0,4,38593.0,3,51,49,24,17,12,3,0,24,8,4,1978,1
1,0,0,1,0,5,64413.0,5,200,44,20,0,5,1,0,10,5,5,1970,0
0,1,0,0,0,3,36959.0,3,25,25,0,6,6,2,0,0,8,2,1981,1
1,0,0,4,1,3,61996.0,8,1050,144,24,0,12,3,0,0,5,6,1977,0
1,1,0,1,0,3,51287.0,3,117,22,30,13,0,3,0,0,7,4,1968,1
1,1,0,0,0,3,13260.0,3,9,17,7,10,4,4,0,2,8,3,1970,1
1,1,0,0,0,5,47472.0,4,56,11,8,0,0,2,0,0,5,2,1966,1
1,1,0,2,0,5,54603.0,4,145,46,4,17,13,6,0,2,7,4,1956,0
1,1,0,1,0,3,45207.0,6,203,10,2,0,0,5,0,0,6,3,1974,1
1,0,0,1,0,5,40689.0,5,270,27,99,39,3,7,0,6,8,7,1951,1
1,1,0,0,0,5,47821.0,3,9,16,10,6,0,1,0,6,8,1,1967,1
0,0,0,1,0,3,27450.0,3,37,23,52,8,12,1,0,11,7,2,1951,1
0,1,0,0,0,5,39453.0,3,46,7,2,0,0,2,0,0,6,2,1983,1
1,1,0,1,0,5,26850.0,4,31,13,9,7,1,4,0,2,4,2,1971,1
0,0,0,11,0,6,79800.0,5,1060,530,224,32,21,1,1,0,3,5,1955,0
1,0,0,4,0,3,61794.0,10,264,188,11,54,47,2,0,47,2,4,1961,0
1,0,0,1,0,5,53863.0,7,399,30,30,6,4,3,0,4,7,7,1955,0
0,0,0,1,0,5,24221.0,3,8,9,22,2,9,1,0,5,4,1,1959,1
0,1,1,1,0,4,39684.0,2,19,35,17,6,0,2,0,4,7,2,1984,1
0,0,0,11,0,3,92163.0,5,817,797,20,106,183,0,1,163,2,5,1975,0
0,0,0,7,0,4,69882.0,9,292,635,165,132,127,1,0,127,1,3,1965,0
0,1,0,0,0,5,33178.0,3,12,2,16,11,6,1,0,2,4,1,1977,1
0,0,0,4,0,3,59973.0,7,130,168,0,20,30,1,0,34,1,3,1972,0
0,1,0,1,0,5,17459.0,2,6,16,30,3,4,3,0,10,7,3,1975,1
0,1,0,0,0,2,23910.0,3,16,18,13,7,12,1,0,1,7,2,1969,1
1,1,0,0,0,3,42169.0,3,19,9,2,0,0,2,0,0,8,1,1969,1
0,1,0,1,0,3,26224.0,3,4,15,15,13,7,3,0,9,6,2,1978,1
0,1,0,0,0,5,31089.0,4,31,31,4,2,3,3,0,8,8,3,1981,1
1,0,0,0,0,4,30081.0,3,36,2,4,0,0,1,0,0,7,1,1961,1
1,0,0,3,0,5,62807.0,12,526,135,99,10,28,3,0,21,5,5,1960,0
0,0,0,4,0,4,72906.0,9,400,519,54,71,32,1,0,75,1,3,1955,0
2,0,0,2,0,3,61467.0,10,410,114,49,0,16,3,0,5,5,5,1948,0
1,1,0,1,0,5,49618.0,3,80,26,14,4,3,4,0,2,7,3,1966,1
0,1,0,1,0,4,21888.0,2,88,46,64,2,10,4,0,3,10,5,1986,1
1,0,0,1,0,6,42429.0,3,55,6,4,2,0,2,0,0,5,1,1973,1
1,2,0,0,0,2,26150.0,3,5,13,1,3,1,1,0,5,7,1,1956,1
1,0,0,0,0,3,30801.0,3,8,5,11,15,4,2,0,2,7,1,1975,1
0,0,0,4,0,3,81168.0,7,410,592,22,147,0,1,0,22,3,6,1965,0
0,0,0,1,0,4,26877.0,6,101,76,40,20,13,2,0,18,6,3,1969,1
0,0,0,1,0,6,45006.0,7,162,53,10,16,25,1,0,0,3,3,1944,1
0,1,0,0,0,3,18978.0,3,2,1,15,4,8,1,0,7,8,1,1973,1
1,2,0,0,0,3,22574.0,3,25,8,2,2,0,2,0,0,7,2,1967,1
0,0,0,3,0,4,48240.0,13,389,248,41,64,91,3,0,49,5,6,1969,1
1,1,0,2,0,3,45837.0,5,215,87,24,17,13,5,0,17,7,6,1974,1
1,2,0,0,0,4,35791.0,3,27,5,3,0,0,2,0,0,8,1,1965,1
1,1,0,0,0,5,162397.0,1,85,16,2,2,1,0,0,1,1,0,1976,0
1,1,0,0,0,6,54162.0,3,5,10,10,6,6,1,0,5,4,1,1978,0
1,0,0,2,0,3,30522.0,9,179,83,26,19,8,5,0,11,2,1,1960,1
1,0,0,1,0,3,54456.0,7,352,27,15,10,0,3,0,0,6,6,1961,0
0,0,0,1,0,4,31632.0,2,17,12,32,11,8,1,0,15,7,2,1971,1
0,0,0,3,0,6,72298.0,6,625,169,35,58,35,1,1,17,1,4,1949,0
