OverallQual,GrLivArea,GarageArea,FireplaceQu,BsmtFinType2,TotalBsmtSF,GarageQual,LandSlope,TotRmsAbvGrd,2ndFlrSF,BsmtFinSF1,ExterQual,1stFlrSF,BsmtQual,YearRemodAdd,KitchenQual,GarageCond,YearBuilt,SaleType,LotFrontage,GarageYrBlt,YearRemodAdd_age_in_years,LotArea,BsmtFullBath,CentralAir,GarageCars,KitchenAbvGr,FullBath,Fireplaces,BsmtFinSF2,HeatingQC,MSSubClass,WoodDeckSF,OpenPorchSF,OverallCond,SaleCondition,FireplaceQu_Missing_Flag,BedroomAbvGr,MoSold,ScreenPorch,LowQualFinSF,HalfBath,BsmtUnfSF,EnclosedPorch,YrSold,MiscVal,YrSold_age_in_years,3SsnPorch,SalePrice
6,1577,312,2,5,972,4,0,6,605,0,3,972,3,1950,1,4,1939,8,65.0,1939.0,72,6435,0,1,1,1,1,1,0,2,50,0,0,5,4,0,3,10,0,0,0,972,0,2006,0,16,0,140200
6,958,301,-1,5,958,4,0,5,0,498,3,958,3,1998,3,4,1960,8,20.0,1960.0,24,12772,0,1,1,1,1,0,0,4,20,0,0,8,4,1,2,4,0,0,0,460,0,2007,15500,15,0,151500
6,1478,498,2,5,1478,4,0,6,0,1270,3,1478,3,1960,3,4,1960,8,20.0,1960.0,62,17600,1,1,2,1,2,2,0,0,20,0,40,5,4,0,3,12,0,0,0,208,0,2009,0,13,0,157500
7,1626,474,-1,5,764,4,0,6,862,573,2,764,2,2004,2,4,2003,8,36.0,2003.0,18,2448,1,1,2,1,2,0,0,0,160,0,27,5,4,1,2,10,0,0,1,191,0,2008,0,14,0,154000
9,2728,706,0,5,1848,4,0,10,880,1410,0,1848,0,2006,0,4,2005,6,56.0,2006.0,16,20431,1,1,3,1,2,2,0,0,60,0,0,5,5,0,4,4,0,0,1,438,0,2006,0,16,0,437154
9,1869,617,2,5,1869,4,0,6,0,0,0,1869,0,2007,0,4,2007,6,68.0,2007.0,15,7820,0,1,2,1,2,1,0,0,120,210,54,5,5,0,2,12,0,0,0,1869,0,2007,0,15,0,318061
7,1453,445,4,5,1453,4,1,6,0,1082,3,1453,2,1986,2,4,1986,8,20.0,1986.0,36,5271,1,1,2,1,1,1,0,2,120,0,80,5,0,0,2,12,184,0,1,371,0,2006,0,16,0,190000
5,1111,200,-1,4,616,4,0,5,495,236,3,616,3,1950,3,1,1941,5,60.0,1941.0,72,9084,0,0,1,1,1,0,380,4,50,48,0,6,4,1,3,3,0,0,0,0,0,2008,0,14,0,95000
6,720,484,-1,5,624,4,0,5,0,0,3,720,3,2003,3,4,1928,8,60.0,2005.0,19,8520,0,1,2,1,1,0,0,2,30,106,0,8,4,1,2,5,0,0,0,624,0,2010,0,12,0,105900
6,1595,240,2,5,940,4,0,6,403,388,3,1192,3,2000,3,4,1940,8,60.0,1940.0,22,8400,0,1,1,1,1,2,0,0,50,0,0,5,4,0,2,6,0,0,0,552,108,2006,0,16,0,140000
6,1200,521,-1,1,1200,4,0,6,0,334,2,1200,2,1995,2,4,1995,8,105.0,1995.0,27,11249,1,1,2,1,2,0,544,0,20,0,26,5,4,1,3,8,0,0,0,322,0,2007,0,15,0,177500
6,1167,400,-1,5,1158,4,0,6,0,560,3,1167,2,1992,2,4,1992,8,20.0,1992.0,30,9248,1,1,2,1,2,0,0,2,20,120,26,6,4,1,3,7,0,0,0,598,0,2009,0,13,0,173000
5,1142,528,3,5,1142,4,0,6,0,874,3,1142,2,1976,3,4,1976,8,44.0,1976.0,46,4224,1,1,2,1,1,1,0,4,120,536,90,5,4,0,3,8,0,0,1,268,0,2007,0,15,0,134000
5,1352,288,-1,4,1062,4,0,6,0,300,3,1352,3,1958,2,4,1958,8,92.0,1958.0,64,6930,0,1,1,1,1,0,294,0,80,168,0,4,0,1,3,7,0,0,0,468,294,2006,0,16,0,130000
8,1924,592,4,5,1086,4,0,7,838,956,2,1086,2,1998,2,4,1998,8,78.0,1998.0,24,12011,1,1,2,1,2,1,0,0,60,208,75,5,4,0,3,6,374,0,1,130,0,2006,0,16,0,280000
6,912,470,4,5,888,4,0,5,0,773,3,912,2,1978,3,4,1978,8,20.0,1978.0,44,7540,1,1,2,1,1,1,0,0,85,0,0,6,4,0,2,6,192,0,0,115,0,2007,0,15,0,156000
5,1505,240,-1,5,883,4,0,8,517,399,3,988,3,1982,3,4,1940,8,20.0,1940.0,40,9144,1,1,1,1,1,0,0,2,50,0,0,5,4,1,3,7,0,0,0,484,0,2008,0,14,0,145000
7,1922,672,0,-1,0,4,0,7,1427,0,2,495,-1,2003,2,4,2003,3,64.0,2003.0,19,7301,0,1,2,1,3,1,0,0,85,0,0,5,4,0,4,7,0,0,0,0,177,2009,0,13,0,198500
6,987,264,-1,5,483,4,0,5,504,162,3,483,3,2007,2,4,1972,8,21.0,1972.0,15,1680,0,1,1,1,1,0,0,2,160,250,0,8,4,1,2,5,0,0,1,321,0,2009,0,13,0,118000
6,1574,566,4,5,796,4,0,6,784,712,3,790,2,1976,3,4,1976,8,20.0,1976.0,46,18800,1,1,2,1,2,1,0,4,60,306,111,5,4,0,3,7,0,0,1,84,0,2006,0,16,0,190000
5,1344,468,-1,5,672,4,0,6,672,456,3,672,3,1997,3,1,1920,8,59.0,1964.0,25,10690,0,1,1,1,1,0,0,2,70,0,128,7,4,1,3,7,0,0,0,216,218,2009,0,13,0,147000
6,1394,514,2,5,1394,4,0,6,0,609,3,1394,2,1963,3,4,1963,8,20.0,1963.0,59,9500,1,1,2,1,1,2,0,2,20,0,76,5,4,0,3,7,185,0,1,785,0,2009,0,13,0,159000
6,1431,296,2,5,1099,4,0,6,0,371,3,1431,2,1962,3,4,1962,8,101.0,1962.0,60,9150,0,1,1,1,1,1,0,2,80,64,110,5,4,0,3,12,0,0,0,728,0,2008,0,14,0,165000
5,1268,244,2,5,1268,4,0,7,0,540,3,1268,3,1954,3,4,1954,8,78.0,1954.0,68,7800,0,1,1,1,1,1,0,2,20,0,98,6,4,0,2,3,0,0,0,728,0,2010,0,12,0,132000
5,1287,576,2,4,1063,4,0,7,0,72,3,1287,3,2006,2,4,1959,8,20.0,1997.0,16,9830,1,1,2,1,1,1,258,0,20,364,17,7,4,0,3,3,182,0,0,733,0,2010,0,12,0,162000
6,1664,460,4,5,953,4,0,7,711,0,3,953,2,2000,3,4,2000,8,20.0,2000.0,22,8121,0,1,2,1,2,1,0,0,60,100,40,5,4,0,3,1,0,0,1,953,0,2006,0,16,0,172400
4,1588,680,2,-1,0,4,0,7,468,0,3,1120,-1,1959,3,4,1959,8,80.0,1991.0,63,17120,0,1,2,1,2,1,0,4,50,0,59,4,4,0,4,7,0,0,0,0,0,2008,0,14,0,134432
6,752,264,-1,3,744,4,0,4,0,623,3,752,2,1984,3,4,1984,8,50.0,1984.0,38,7175,1,1,1,1,1,0,121,4,120,353,0,5,4,1,2,2,90,0,0,0,0,2010,0,12,0,125000
5,1319,270,-1,3,608,4,0,5,0,428,3,1319,3,1953,3,4,1953,8,79.0,1953.0,69,10634,1,1,1,1,1,0,180,4,20,66,0,6,4,1,3,11,0,0,0,0,0,2009,0,13,0,123000
7,1928,434,2,5,847,4,0,8,1081,0,2,847,2,2004,2,4,2003,8,65.0,2003.0,18,8200,0,1,2,1,2,1,0,0,60,100,48,5,4,0,4,7,0,0,1,847,0,2007,0,15,0,219500
1,904,0,-1,5,683,-1,2,4,0,350,1,904,1,1950,1,-1,1922,8,20.0,1899.0,72,10020,1,0,0,1,0,0,0,2,30,0,0,1,4,1,1,3,0,0,1,333,0,2009,0,13,0,61000
5,914,576,-1,5,870,4,0,5,0,298,2,914,2,1996,3,4,1996,8,57.0,1998.0,26,8846,0,1,2,1,1,0,0,0,85,0,0,5,4,1,2,7,0,0,0,572,0,2006,0,16,0,148000
8,2466,610,2,5,1580,4,0,8,886,0,2,1580,2,2005,2,4,2004,8,102.0,2004.0,17,11143,0,1,2,1,3,1,0,0,60,159,214,5,4,0,4,12,0,0,0,1580,0,2007,0,15,0,340000
9,1856,834,0,5,1856,4,0,8,0,1445,2,1856,0,2010,0,4,2010,6,88.0,2010.0,12,11394,1,1,3,1,1,1,0,0,20,113,0,2,5,0,1,6,0,0,1,411,0,2010,0,12,0,394432
6,1800,463,4,5,982,4,0,7,793,0,3,1007,2,2000,3,4,2000,8,60.0,2000.0,22,8123,0,1,2,1,2,1,0,0,60,100,63,5,4,0,3,6,0,0,1,982,0,2009,0,13,0,179000
5,1691,308,2,5,1026,4,0,6,665,218,3,1026,3,1950,2,4,1924,8,50.0,1924.0,72,5000,0,1,1,1,2,1,0,4,50,0,0,6,4,0,3,5,0,0,0,808,242,2010,0,12,0,127000
7,1301,572,2,5,1293,4,0,5,0,0,2,1301,2,2006,2,4,2006,6,60.0,2006.0,16,7200,1,1,2,1,2,1,0,0,20,216,121,5,5,0,2,8,0,0,0,1293,0,2006,0,16,0,187750
7,1797,639,-1,5,939,4,0,8,858,0,2,939,2,2006,2,4,2006,8,79.0,2006.0,16,9245,0,1,2,1,2,0,0,0,60,144,53,5,4,1,3,4,0,0,1,939,0,2007,0,15,0,213500
6,784,360,-1,5,784,1,0,5,0,0,3,784,1,1950,3,1,1928,8,60.0,1950.0,72,9000,0,0,2,1,1,0,0,4,45,0,0,3,4,1,2,10,0,0,0,784,91,2009,0,13,0,76000
6,1953,501,1,5,1580,4,1,9,874,985,2,1079,2,1992,2,4,1992,8,20.0,1992.0,30,53107,1,1,2,1,2,2,0,0,60,216,231,5,4,0,3,6,0,0,1,595,0,2007,0,15,0,240000
8,1269,430,4,5,1256,4,0,6,0,24,2,1269,2,2005,2,4,2004,8,43.0,2004.0,17,3182,0,1,2,1,2,1,0,0,120,146,20,5,4,0,2,4,144,0,0,1232,0,2010,0,12,0,192000
5,1184,0,-1,5,658,-1,0,8,526,0,3,658,3,1996,3,-1,1910,8,58.0,1899.0,26,8410,0,1,0,1,1,0,0,4,50,0,151,3,1,1,5,5,0,0,0,658,0,2006,0,16,0,81000
6,1125,352,1,5,1041,4,0,6,0,631,3,1125,3,1976,3,4,1976,8,72.0,1977.0,46,7200,1,1,1,1,1,1,0,0,80,296,0,6,0,0,3,10,0,0,0,410,0,2009,0,13,0,125000
7,1479,577,-1,5,1468,4,0,6,0,0,2,1479,2,2000,2,4,1999,8,93.0,1999.0,22,9382,0,1,2,1,2,0,0,0,20,120,25,5,4,1,3,7,0,0,0,1468,0,2008,0,14,0,191000
10,2332,846,0,5,1682,4,0,9,590,1280,0,1742,0,2008,0,4,2007,6,96.0,2008.0,14,12474,1,1,3,1,2,1,0,0,60,196,134,5,5,0,3,8,0,0,1,402,0,2008,0,14,0,426000
5,1367,384,-1,1,861,4,0,7,406,241,3,961,3,1950,3,4,1900,8,50.0,1978.0,72,8405,1,1,1,1,1,0,391,0,50,0,130,8,4,1,4,4,0,0,0,229,112,2008,0,14,0,119000
6,1961,560,4,5,804,4,0,7,1157,690,3,804,0,2002,2,4,2001,8,71.0,2001.0,20,12209,1,1,2,1,2,1,0,0,60,125,192,5,4,0,3,6,0,0,1,114,0,2009,0,13,0,215000
5,882,294,-1,-1,0,4,0,5,0,0,3,882,-1,1959,3,4,1959,8,20.0,1959.0,63,8339,0,1,1,1,1,0,0,4,20,0,0,7,4,1,3,7,0,0,0,0,0,2007,1200,15,0,106500
4,788,0,4,5,788,-1,0,4,0,266,3,788,3,1950,3,-1,1941,8,20.0,1899.0,72,7446,0,1,0,1,1,2,0,4,30,0,0,5,0,0,2,4,0,0,0,522,0,2006,0,16,0,100000
5,1034,240,-1,5,735,4,0,5,299,0,3,735,3,1950,3,4,1940,8,60.0,1940.0,72,10134,0,1,1,1,1,0,0,2,50,0,39,6,4,1,2,7,0,0,0,735,0,2007,0,15,0,109000
5,1144,596,-1,5,1144,4,0,6,0,739,3,1144,3,1956,3,4,1956,8,68.0,1956.0,66,9571,1,1,1,1,1,0,0,4,20,44,0,6,4,1,3,6,0,0,0,405,0,2010,0,12,0,129000
5,894,600,-1,5,894,4,0,6,0,777,3,894,3,1972,3,4,1972,8,60.0,1985.0,50,7200,0,1,2,1,1,0,0,4,20,215,0,5,4,1,2,9,0,0,0,117,0,2009,0,13,0,123000
5,1812,264,4,5,864,4,0,8,936,540,3,876,3,1962,3,4,1962,8,69.0,1962.0,60,7590,0,1,1,1,2,1,0,4,60,0,168,5,4,0,4,7,0,0,0,324,0,2007,0,15,0,169500
5,1077,338,-1,5,961,3,0,6,0,0,3,1077,1,1950,3,3,1920,8,60.0,1920.0,72,8967,0,1,1,1,1,0,0,2,30,0,0,2,0,1,2,11,0,0,0,961,0,2007,0,15,0,67000
7,1550,438,-1,5,1092,4,0,7,438,812,2,1112,2,2007,2,4,2006,8,65.0,2007.0,15,8125,1,1,2,1,2,0,0,0,60,0,168,5,4,1,2,10,0,0,0,280,0,2009,0,13,0,241000
8,1288,500,2,5,1260,4,0,4,0,786,2,1288,2,1996,0,4,1996,8,38.0,1996.0,26,14963,1,1,2,1,1,2,0,0,120,120,30,5,4,0,1,12,224,0,1,474,0,2008,0,14,0,245500
7,1310,400,2,5,1310,4,0,6,0,24,2,1310,2,2005,2,4,2005,6,65.0,2005.0,17,8767,0,1,2,1,2,1,0,0,20,0,0,5,5,0,3,7,0,0,0,1286,0,2006,0,16,0,164990
5,672,240,-1,5,672,4,0,4,0,0,3,672,3,1997,3,4,1940,8,60.0,1940.0,25,10200,0,1,1,1,1,0,0,0,30,168,0,8,4,1,2,8,0,0,0,672,0,2008,0,14,0,108000
8,2263,420,4,5,1141,4,0,10,1098,0,2,1165,2,1998,2,4,1998,8,93.0,1998.0,24,12090,0,1,2,1,2,1,0,2,60,144,123,5,0,0,4,7,0,0,1,1141,0,2006,0,16,0,258000
6,1572,373,4,5,806,4,0,7,766,0,3,806,2,1996,3,4,1995,8,20.0,1995.0,26,10364,0,1,2,1,2,1,0,2,60,0,40,5,4,0,3,5,0,0,1,806,0,2007,0,15,0,168000
4,1620,490,4,5,1281,4,0,8,0,1116,3,1620,3,1993,3,4,1976,8,20.0,1993.0,29,9991,1,1,2,1,2,1,0,0,20,120,78,4,4,0,3,6,0,0,0,165,0,2009,0,13,0,150000
6,1639,240,-1,5,1064,4,0,6,0,0,3,1166,3,1950,3,4,1936,8,51.0,1936.0,72,10480,0,1,1,1,1,0,0,0,50,0,0,5,4,1,3,3,0,473,0,1064,0,2008,0,14,0,115000
6,1680,308,-1,5,840,4,0,8,840,0,3,840,2,1976,3,4,1915,8,63.0,1960.0,46,15576,0,1,1,1,2,0,0,0,70,0,0,7,4,1,4,3,0,0,0,840,160,2008,0,14,0,177000
7,2172,947,2,5,1063,4,0,9,1101,0,2,1071,0,2006,2,4,2006,6,109.0,2006.0,16,14154,0,1,3,1,2,1,0,0,60,192,62,5,5,0,3,8,0,0,1,1063,0,2007,0,15,0,280000
8,2078,836,2,5,1034,4,0,8,1028,789,2,1050,0,2008,0,4,2007,6,85.0,2008.0,14,10800,1,1,3,1,2,1,0,0,60,0,102,5,5,0,3,4,0,0,1,245,0,2008,0,14,0,339750
5,1276,350,-1,5,1276,4,0,5,0,0,3,1276,3,1958,3,4,1958,0,68.0,1958.0,64,9571,0,1,1,1,1,0,0,4,20,0,0,3,0,1,3,6,0,0,0,1276,0,2009,0,13,0,60000
5,1056,572,-1,5,1056,4,0,5,0,1056,3,1056,3,1955,3,4,1955,8,100.0,1955.0,67,34650,1,0,2,1,1,0,0,4,190,264,0,5,4,1,3,1,0,0,0,0,0,2006,0,16,0,145000
7,1478,484,2,5,1470,4,0,7,0,578,0,1478,0,2009,2,4,2009,6,20.0,2009.0,13,4403,1,1,2,1,2,1,0,0,20,0,144,5,5,0,2,6,0,0,1,892,0,2010,0,12,0,222000
5,1028,360,2,5,1008,4,0,5,0,0,3,1028,3,1950,3,4,1927,8,56.0,1927.0,72,8960,0,1,2,1,1,1,0,2,30,0,0,6,4,0,2,3,0,0,0,1008,130,2010,0,12,0,115000
7,2097,678,4,2,1080,4,0,9,1017,50,2,1080,2,1993,2,4,1993,8,59.0,1993.0,29,11228,0,1,3,1,2,1,531,0,60,196,187,5,4,0,3,12,0,0,1,499,0,2008,0,14,0,228000
7,1340,396,-1,5,1340,4,0,6,0,24,2,1340,2,2007,2,4,2007,6,73.0,2007.0,15,8899,0,1,2,1,2,0,0,0,20,100,30,5,5,1,3,8,0,0,0,1316,0,2007,0,15,0,181134
6,1400,440,4,5,672,4,0,6,728,209,3,672,3,1978,3,4,1978,8,74.0,1978.0,44,7844,0,1,2,1,1,1,0,4,60,0,0,7,4,0,3,3,0,0,1,463,0,2006,0,16,0,149500
6,2624,864,2,5,1370,4,0,10,1254,1128,3,1370,2,1950,3,4,1918,8,86.0,1918.0,72,22420,1,0,3,1,2,1,0,4,70,0,0,6,4,0,4,11,0,0,1,242,0,2007,0,15,0,239000
5,1134,240,-1,5,756,4,0,7,378,312,3,756,3,1950,3,4,1940,8,60.0,1940.0,72,8160,1,0,1,1,1,0,0,1,50,0,0,6,1,1,3,4,0,0,1,444,0,2007,0,15,0,126000
5,1056,304,1,5,1056,4,0,6,0,775,3,1056,3,1968,3,4,1968,8,65.0,1968.0,54,8450,1,1,1,1,1,1,0,0,20,0,85,6,4,0,3,7,0,0,0,281,184,2010,0,12,0,142000
7,1344,784,-1,5,1344,4,0,8,0,1309,3,1344,2,1998,3,4,1997,8,78.0,1997.0,24,7060,2,1,4,2,2,0,0,0,90,0,0,5,2,1,2,11,0,0,0,35,0,2008,0,14,0,206300
6,1602,529,4,5,1602,4,0,8,0,1246,2,1602,2,2000,2,4,1977,8,20.0,1977.0,22,16635,0,1,2,1,2,1,0,2,20,240,0,7,4,0,3,6,0,0,0,356,0,2009,0,13,0,215000
5,988,520,-1,5,988,4,1,4,0,0,3,988,3,1954,3,4,1954,8,100.0,1954.0,68,21750,0,1,2,1,1,0,0,0,20,0,0,5,4,1,2,2,0,0,0,988,0,2008,0,14,0,113000
8,2630,696,4,5,1470,4,0,8,1160,986,2,1470,2,1998,2,4,1998,8,80.0,1998.0,24,9200,1,1,3,1,2,1,0,2,60,0,66,5,4,0,4,6,0,0,1,484,0,2008,0,14,0,315000
6,1196,297,2,5,1196,4,0,6,0,616,3,1196,2,1956,3,4,1956,8,72.0,1956.0,66,9000,1,1,1,1,1,1,0,2,20,0,44,5,4,0,2,5,0,0,0,580,0,2008,0,14,0,139000
7,1389,240,2,5,651,4,0,6,682,0,3,707,3,1992,3,4,1946,8,60.0,1947.0,30,3378,0,1,1,1,1,2,0,2,60,0,0,8,4,0,3,9,0,0,1,651,126,2009,0,13,0,135000
7,1644,569,4,5,1518,4,1,5,0,1518,2,1644,2,1989,2,4,1989,8,20.0,1989.0,33,12800,1,1,2,1,2,1,0,2,80,80,0,5,4,0,2,8,396,0,0,0,0,2009,0,13,0,275000
4,907,352,-1,5,907,4,0,5,0,288,3,907,3,1957,3,4,1957,8,77.0,1964.0,65,8593,0,1,1,1,1,0,0,0,20,0,0,6,4,1,3,7,0,0,0,619,0,2008,0,14,0,109008
7,1208,628,-1,5,1208,4,0,6,0,664,2,1208,2,2007,2,4,2007,6,64.0,2007.0,15,6762,1,1,2,1,2,0,0,0,20,105,54,5,5,1,2,9,0,0,0,544,0,2007,0,15,0,195400
6,1412,576,4,5,1392,4,0,6,0,1005,3,1412,2,1988,2,4,1988,8,130.0,1988.0,34,11457,1,1,2,1,2,1,0,4,20,0,0,5,4,0,3,3,0,0,0,387,169,2009,0,13,0,175000
6,987,264,-1,5,483,4,0,4,504,387,3,483,3,1971,3,4,1971,0,21.0,1971.0,51,1680,0,1,1,1,1,0,0,4,160,0,0,5,0,1,2,7,0,0,1,96,0,2008,0,14,0,85400
6,1198,0,-1,5,901,-1,0,7,110,0,3,1088,3,1998,3,-1,1920,3,60.0,1899.0,24,5586,0,1,0,1,1,0,0,2,50,0,98,7,0,1,4,9,0,0,0,901,0,2008,0,14,0,79900
5,1365,440,-1,5,765,4,0,6,600,471,3,765,3,1971,3,4,1971,8,24.0,1971.0,51,1920,1,1,2,1,1,0,0,0,160,240,36,5,4,1,2,8,0,0,1,294,0,2007,0,15,0,122500
6,1604,470,4,5,926,4,0,7,678,0,3,926,2,1998,3,4,1997,8,100.0,1997.0,24,10839,0,1,2,1,2,1,0,0,60,0,36,5,4,0,3,7,0,0,1,926,0,2008,0,14,0,181000
4,630,0,-1,5,630,-1,0,3,0,495,3,630,2,1972,3,-1,1972,8,21.0,1899.0,50,1890,1,1,0,1,1,0,0,2,180,88,0,7,4,1,1,6,0,0,0,135,0,2008,0,14,0,81000
7,1661,550,4,0,799,4,0,6,834,385,2,827,2,1996,2,4,1996,5,43.0,1996.0,26,10667,1,1,2,1,2,1,344,0,60,158,61,6,4,0,3,4,0,0,1,70,0,2009,0,13,0,212000
6,1118,440,-1,5,648,4,0,6,384,0,3,734,1,1950,3,4,1920,8,40.0,1990.0,72,4400,0,1,2,1,1,0,0,4,50,0,0,8,4,1,2,10,0,0,0,648,0,2006,0,16,0,116000
6,904,180,-1,5,884,4,0,4,0,0,2,904,3,2004,3,4,1926,8,50.0,1926.0,18,6000,0,1,1,1,1,0,0,2,45,0,0,7,4,1,2,1,0,0,0,884,105,2009,0,13,0,119000
5,694,352,2,5,440,2,0,4,0,365,3,694,3,2002,2,4,1913,8,40.0,1990.0,20,4280,0,0,1,1,1,1,0,4,30,0,0,6,4,0,2,3,0,0,0,75,34,2007,0,15,0,90350
6,1196,528,-1,5,684,4,0,7,512,0,3,684,3,2000,2,4,1920,4,67.0,2005.0,22,12354,0,1,2,1,1,0,0,2,50,0,46,8,4,1,3,8,0,0,0,684,0,2009,800,13,0,110000
10,2402,672,2,0,3094,4,0,10,0,1767,0,2402,0,2008,0,4,2008,8,105.0,2008.0,14,15431,1,1,3,1,2,2,539,0,20,0,72,5,4,0,2,4,170,0,0,788,0,2009,0,13,0,555000
4,1440,0,-1,5,1440,-1,0,8,0,133,3,1440,3,1955,1,-1,1955,8,92.0,1899.0,67,12108,0,0,0,2,2,0,0,4,90,0,0,4,4,1,4,9,0,0,0,1307,0,2008,0,14,0,118000
5,1573,360,2,5,1078,4,0,8,445,0,3,1128,3,1992,3,4,1930,8,52.0,1930.0,30,6240,0,1,2,1,2,1,0,4,50,0,0,7,4,0,3,6,0,0,0,1078,0,2008,0,14,0,162900
7,1258,648,2,5,1258,4,0,6,0,0,2,1258,0,2007,2,4,2006,6,53.0,2007.0,15,3922,0,1,3,1,2,1,0,0,120,144,16,5,5,0,2,6,0,0,0,1258,0,2007,0,15,0,172500
7,1908,493,4,5,915,4,0,8,975,642,2,933,2,1995,2,4,1994,8,70.0,1994.0,27,8750,1,1,2,1,2,1,0,0,60,144,133,5,4,0,4,7,0,0,1,273,0,2008,0,14,0,210000
6,1689,480,2,5,1436,4,0,7,0,0,3,1689,3,1956,3,4,1956,0,73.0,1956.0,66,9855,0,1,2,1,1,1,0,1,20,0,0,5,4,0,3,11,0,0,0,1436,0,2009,0,13,0,127500
6,1888,578,2,4,1517,4,0,6,0,247,2,1888,3,2002,2,4,1966,8,137.0,1966.0,20,16492,0,1,2,1,2,1,713,0,20,0,0,6,4,0,2,6,0,0,1,557,0,2010,0,12,0,190000
7,1886,431,4,5,930,4,0,10,930,0,2,956,2,1999,2,4,1998,8,20.0,1998.0,23,11214,0,1,2,1,2,1,0,2,60,89,0,5,4,0,4,7,0,0,1,930,0,2006,0,16,0,199900
6,1376,198,2,5,780,4,0,7,596,0,3,780,3,1950,3,4,1937,8,50.0,1937.0,72,8600,0,1,1,1,2,1,0,4,50,0,0,6,4,0,3,6,0,0,0,780,0,2006,0,16,0,119500
3,1183,308,-1,5,649,4,0,6,504,331,3,679,3,2002,3,4,1948,8,50.0,1981.0,20,6000,0,1,1,1,1,0,0,0,50,0,176,7,4,1,2,6,0,0,1,318,0,2007,0,15,0,120000
6,813,270,-1,5,813,1,0,5,0,0,3,813,3,2005,2,1,1930,8,70.0,1932.0,17,5684,0,1,1,1,1,0,0,0,30,0,113,8,4,1,2,6,0,0,0,813,0,2006,0,16,0,110000
7,1533,576,4,5,1533,4,1,5,0,655,3,1533,2,1975,2,4,1975,8,62.0,1975.0,47,70761,1,1,2,1,2,2,0,4,20,200,54,5,4,0,2,12,0,0,0,878,0,2006,0,16,0,280000
6,1756,422,-1,5,872,4,0,7,868,742,2,888,0,1997,3,4,1996,8,20.0,1996.0,25,9303,1,1,2,1,2,0,0,0,60,144,122,5,4,1,3,7,0,0,1,130,0,2007,0,15,0,204000
8,1590,676,-1,5,768,4,0,6,804,0,2,786,2,2008,2,4,2008,8,75.0,2008.0,14,9000,0,1,2,1,2,0,0,0,60,0,30,5,4,1,3,6,0,0,1,768,0,2009,0,13,0,210000
5,1728,560,-1,5,1728,4,0,8,0,1606,3,1728,3,1976,3,4,1976,8,63.0,1976.0,46,9297,2,1,2,2,2,0,0,4,90,0,0,5,3,1,4,7,0,0,0,122,0,2006,0,16,0,188000
7,1242,528,4,5,1242,4,0,6,0,916,3,1242,3,1973,3,4,1973,8,80.0,1973.0,49,9600,0,1,2,1,1,1,0,1,20,0,0,6,4,0,3,9,0,0,1,326,0,2007,0,15,0,175500
5,1344,513,-1,5,624,1,0,7,720,0,3,624,3,1950,3,1,1916,0,34.0,1916.0,72,4571,0,0,3,1,1,0,0,1,70,0,0,5,0,1,4,5,0,0,0,624,96,2008,0,14,0,98000
4,1663,529,2,5,1364,4,1,6,0,1116,3,1663,2,1994,2,4,1954,8,20.0,1954.0,28,53227,1,1,2,1,1,2,0,0,20,224,137,6,4,0,2,3,0,0,0,248,0,2008,0,14,0,256000
8,1666,228,2,5,588,4,0,7,833,0,3,833,3,1996,2,4,1925,8,20.0,1925.0,26,5100,0,1,1,1,1,1,0,1,70,192,63,7,4,0,3,6,0,0,0,588,0,2008,0,14,0,161000
5,1203,352,4,5,709,4,0,5,224,185,3,979,3,1950,2,4,1950,8,20.0,1950.0,72,7015,1,1,1,1,1,1,0,4,50,0,0,4,4,0,3,7,0,0,0,524,248,2009,0,13,0,110000
8,1935,552,-1,5,832,4,0,8,1103,544,2,832,2,2009,3,4,2009,6,75.0,2009.0,13,8004,1,1,2,1,2,0,0,0,60,0,150,5,5,1,3,12,0,0,1,288,0,2009,0,13,0,263435
7,1135,576,-1,1,560,4,0,6,560,350,2,575,2,2007,2,4,1936,8,60.0,1971.0,15,7200,1,1,2,1,1,0,210,0,70,256,0,9,4,1,3,4,0,0,0,0,0,2009,0,13,0,155000
5,864,360,3,1,864,4,0,5,0,553,3,864,3,1965,3,4,1965,8,60.0,1965.0,57,8281,0,1,1,1,1,1,311,2,20,0,0,5,4,0,3,12,0,0,0,0,236,2009,0,13,0,62383
6,1660,240,2,5,715,4,1,6,811,326,3,849,3,1995,3,4,1934,8,74.0,1939.0,27,11988,0,1,1,1,1,1,0,1,70,0,0,7,4,0,3,8,0,0,1,389,0,2008,0,14,0,188700
5,1040,0,-1,5,1040,-1,1,5,0,616,3,1040,2,1978,3,-1,1978,8,60.0,1899.0,44,8430,0,1,0,1,2,0,0,4,20,0,0,5,4,1,3,8,0,0,0,424,0,2009,0,13,0,124000
7,1414,398,4,5,1375,4,0,6,0,0,2,1414,2,2004,2,4,2004,8,20.0,2004.0,18,3072,0,1,2,1,2,1,0,0,120,144,20,5,4,0,2,5,0,0,0,1375,0,2006,0,16,0,178740
7,1277,526,3,5,1277,4,0,5,0,778,3,1277,3,1970,3,4,1970,8,85.0,1970.0,52,10628,1,1,2,1,1,1,0,4,20,0,0,5,4,0,2,4,176,0,0,499,0,2007,0,15,0,167000
